id,source_type,title,authors,issued_year,citation,doi,isbn
SRC-8900A7CAF037,book,Discoveries in the Ruins of Nineveh and Babylon,Austen Henry Layard; Thomas Ellis,1853,"Layard, Austen Henry. Discoveries in the Ruins of Nineveh and Babylon. London: John Murray, 1853. Includes Thomas Ellis's decipherments of the incantation bowls Layard acquired.",,
SRC-898354D07BF9,museum_record,קערת השבעה מס' 79,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 79, Ms. Heb. 9467.136, MMS 997008712403705171.",,
SRC-899462FAA735,chapter,Incantation bowls in the Nippur 1989 Area WG context,Erica C. D. Hunter,2021,"Hunter, Erica C. D. Discussion of incantation bowls from Nippur Area WG and Tell Baruda, in From Shreds to Landscapes: Studies on the Ancient Near East in Honor of McGuire Gibson, SAOC 71 (Chicago, 2021), 138–139.",,
SRC-89C84FE4EDDF,museum_record,קערת השבעה מס' 1,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 1, Ms. Heb. 9467.207, MMS 997008817589805171.",,
SRC-8A145FAA2EBB,catalogue,"Aramaic Incantation Bowls in Museum Collections, Volume One: The Frau Professor Hilprecht Collection of Babylonian Antiquities, Jena",James Nathan Ford; Matthew Morgenstern,2019,"Ford, James Nathan, and Matthew Morgenstern. Aramaic Incantation Bowls in Museum Collections, Volume One: The Frau Professor Hilprecht Collection of Babylonian Antiquities, Jena. Magical and Religious Literature of Late Antiquity 8. Leiden: Brill, 2019.",,978-90-04-37700-4
SRC-8A22FE453E07,museum_record,Hebrew Bowl B2918,,,"Penn Museum Online Collections, B2918, web object 66411",,
SRC-8BED62342B9F,museum_record,קערת השבעה מס' 8,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 8, Ms. Heb. 9467.25, MMS 997008712404605171.",,
SRC-8BF11D5C2CDD,auction_record,Byzantine incantation bowl — lot 84,Setdart Auction House via Invaluable,2024,"Setdart Auction House, Ancient Art private collection, 6 March 2024, lot 84; Invaluable record 31b41a7a0c.",,
SRC-8C3D3D8BF3F2,museum_record,Hebrew Bowl B3997,,,"Penn Museum Online Collections, B3997, web object 59666",,
SRC-8C611BF93288,book,Aramaic Bowl Spells,Shaul Shaked; James Nathan Ford; Siam Bhayro,2021,Aramaic Bowl Spells (2021). OpenAlex W4200029842.,10.1163/9789004471719,
SRC-8CC2951A6967,museum_record,קערת השבעה מס' 16,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 16, Ms. Heb. 9467.61, MMS 997008712400205171.",,
SRC-8D2E14DCB3BB,museum_record,Eine Zauberschale aus Nippur,"Frau Professor Hilprecht Collection of Babylonian Antiquities, Friedrich Schiller University Jena",,"Museen Thüringen, ‘Eine Zauberschale aus Nippur,’ HS 3040, portal record dc00001088, accessed 4 September 2026.",,
SRC-8D4D20B236D5,museum_record,Hebrew Bowl B2984,,,"Penn Museum Online Collections, B2984, web object 38739",,
SRC-8D6B103F0FC0,other,A New Mandaic Incantation Bowl from Babil (IM 91-100147),A Faraj,2017,A New Mandaic Incantation Bowl from Babil (IM 91-100147) (2017). OpenAlex W2916424618.,,
SRC-8D6EF06C7096,museum_record,Hebrew Bowl B16081,,,"Penn Museum Online Collections, B16081, web object 316265",,
SRC-8D773CA2BC70,museum_record,Incantation Bowl,Kelsey DiSKO / Kelsey Museum of Archaeology,,"Kelsey DiSKO. ‘Incantation Bowl,’ object information 2018.01.0502, accessed 4 September 2026.",,
SRC-8DC0C80F3A87,museum_record,Hebrew Bowl B6367,,,"Penn Museum Online Collections, B6367, web object 45938",,
SRC-8E067C28E5A9,museum_record,Hebrew Bowl B8824,,,"Penn Museum Online Collections, B8824, web object 156153",,
SRC-8E2DACBA5AC1,museum_record,Hebrew Bowl B16017,,,"Penn Museum Online Collections, B16017, web object 97562",,
SRC-8E416F453608,database,Hebrew Incantation Bowl,Unknown,2021,"Hebrew Incantation Bowl. USC Digital Library asset 2A3BF1R6NOWZY, DOI 10.25549/inscriptifact-ouc110214183.",10.25549/inscriptifact-ouc110214183,
SRC-8E5E61A34FE4,chapter,Early Epigraphic Evidence for the ꜤAleinu le-Shabbeaḥ Prayer,"Silverman, Robert J., and James Nathan Ford",2024,"Silverman, Robert J., and James Nathan Ford. “Early Epigraphic Evidence for the ꜤAleinu le-Shabbeaḥ Prayer.” In ‘Gabriel: Tell this Man the Meaning of his Vision’ (Daniel, 8:16): Studies in Archaeology, Epigraphy, Iconography and the Biblical World in Honor of Gabriel Barkay on the Occasion of His 80th Birthday (22 June 2024), ed. Robert Deutsch and André Lemaire, 333–41. Tel Aviv: Archaeological Center Publications, 2024.",,
SRC-8EBCA8FEF9B5,auction_record,Incantation Bowl — Auction 32 lot 153,Kedem Auction House,2013,"Kedem Auction House. ‘Incantation Bowl.’ Auction 32, lot 153, 2 July 2013.",,
SRC-8EBFDF290AFE,museum_record,קערת השבעה מס' 36,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 36, Ms. Heb. 9467.142, MMS 997008712396505171.",,
SRC-8F85777A6AC7,museum_record,קערת השבעה מס' 168,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 168, Ms. Heb. 9467.74, MMS 997008712407105171.",,
SRC-8F8BA58FAE9F,article,An Incantation Bowl for Rav Mešaršia Son of Qaqay,James Nathan Ford; Alon Ten-Ami,2012,"Ford, James Nathan, and Alon Ten-Ami. ‘An Incantation Bowl for Rav Mešaršia Son of Qaqay’ [Hebrew]. Tarbiz 80, no. 2 (2012): 219–230. JSTOR 23607828.",,
SRC-8FCA6E546C05,museum_record,Hebrew Bowl B16100,,,"Penn Museum Online Collections, B16100, web object 50874",,
SRC-8FD3C2906C4C,museum_record,קערת השבעה מס' 155,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 155, Ms. Heb. 9467.20, MMS 997008712409505171.",,
SRC-90F8951B4AA3,article,"Curious Characters, Invented Scripts, and … Charlatans? “Pseudo-Scripts” in the Mesopotamian Magic Bowls",Daniel James Waller,2019,"Curious Characters, Invented Scripts, and … Charlatans? “Pseudo-Scripts” in the Mesopotamian Magic Bowls (2019). Repository location indexed by OpenAlex W2937092681.",10.1086/702309,
SRC-912B013AAAA2,museum_record,קערת השבעה מס' 83,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 83, Ms. Heb. 9467.152, MMS 997008712402805171.",,
SRC-9183803B353B,museum_record,Hebrew Bowl B9003,,,"Penn Museum Online Collections, B9003, web object 294157",,
SRC-919E6B2FEA91,museum_record,Hebrew Bowl B2952,,,"Penn Museum Online Collections, B2952, web object 327632",,
SRC-924037351956,museum_record,קערת השבעה מס' 172,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 172, Ms. Heb. 9467.89, MMS 997008712406205171.",,
SRC-927524F526DA,museum_record,קערת השבעה מס' 86,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 86, Ms. Heb. 9467.164, MMS 997008712402305171.",,
SRC-9281A3F0294E,museum_record,קערת השבעה מס' 76,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 76, Ms. Heb. 9467.116, MMS 997008712404205171.",,
SRC-932479553867,museum_record,Hebrew Bowl Sherd B6347,,,"Penn Museum Online Collections, B6347, web object 136538",,
SRC-943673B56FB8,book,Aramaic Incantation Texts from Nippur,James A. Montgomery,1913,"Montgomery, James A. Aramaic Incantation Texts from Nippur. University Museum, Babylonian Section, Publications 3. Philadelphia, 1913.",,
SRC-94481B2559F0,museum_record,Hebrew Bowl B16044,,,"Penn Museum Online Collections, B16044, web object 38626",,
SRC-94C8F3372F28,museum_record,Hebrew Bowl B6365,,,"Penn Museum Online Collections, B6365, web object 334210",,
SRC-9648B800DB11,museum_record,קערת השבעה מס' 105,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 105, Ms. Heb. 9467.18, MMS 997008712548605171.",,
SRC-974453A73C8C,museum_record,קערת השבעה מס' 59,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 59, Ms. Heb. 9467.56, MMS 997008712407705171.",,
SRC-97C7954CBDDE,museum_record,Hebrew Bowl B2927,,,"Penn Museum Online Collections, B2927, web object 194433",,
SRC-97E75F8B4122,article,"Aramaic Bowl Spells: Jewish Babylonian Aramaic Bowls, vol. 1. By Shaul Shaked; James Nathan Ford; and Siam Bhayro",Christian Stadel,2016,"Aramaic Bowl Spells: Jewish Babylonian Aramaic Bowls, vol. 1. By Shaul Shaked; James Nathan Ford; and Siam Bhayro (2016). OpenAlex W4243621537.",10.7817/jameroriesoci.136.3.0630,
SRC-982E8721AEB0,museum_record,קערת השבעה מס' 124,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 124, Ms. Heb. 9467.99, MMS 997008712546705171.",,
SRC-99B4DABF5368,museum_record,קערת השבעה מס' 189,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 189, Ms. Heb. 9467.158, MMS 997008712400505171.",,
SRC-99D14359C4FC,museum_record,קערת השבעה מס' 77,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 77, Ms. Heb. 9467.120, MMS 997008712404105171.",,
SRC-99EFC7EC2D5B,auction_record,Judeo-Araméen ancien terre cuite bol d'incantation démon,Catawiki,2023,"Catawiki. ‘Judéo-Araméen ancien — terre cuite — bol d'incantation démon,’ lot 68030117, indexed March 2023.",,
SRC-99F964DDA219,database,Virtual Magic Bowl Archive (archived project landing page),University of Exeter,,"University of Exeter, Virtual Magic Bowl Archive, archived project landing page, accessed 4 September 2026.",,
SRC-9ADC8CC95608,repository,Remarks on a new Aramaic Incantation Bowl IM 77781 — repository record,Ali H. Faraj,2023,"Faraj, Ali H. ‘Remarks on a New Aramaic Incantation Bowl IM 77781.’ Journal of Semitic Studies 68.1 (2023): 89–95; Bicocca Open Archive record 10281/362778; DOI 10.1093/jss/fgac026.",,
SRC-9AF772FF6B94,museum_record,קערת השבעה מס' 139,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 139, Ms. Heb. 9467.157, MMS 997008712545205171.",,
SRC-9B0E37E75BFE,museum_record,קערת השבעה מס' 101,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 101, Ms. Heb. 9467.92, MMS 997008712398405171.",,
SRC-9B1A9F3DFDD9,museum_record,קערת השבעה מס' 182,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 182, Ms. Heb. 9467.129, MMS 997008712401605171.",,
SRC-9B4DFF0C5A9E,museum_record,Hebrew Bowl B16071,,,"Penn Museum Online Collections, B16071, web object 339952",,
SRC-9B55064A8A46,museum_record,Hebrew Bowl B2975,,,"Penn Museum Online Collections, B2975, web object 273533",,
SRC-9BE3105F3F31,museum_record,MS 2053/198 Incantation Bowl To Ward Against Demons,The Schøyen Collection,,"The Schøyen Collection, MS 2053/198, online collection record.",,
SRC-9C9ED9E5B737,museum_record,Hebrew Bowl B9002,,,"Penn Museum Online Collections, B9002, web object 189546",,
SRC-9CE88C12ED2A,museum_record,Hebrew Bowl 85-48-916,,,"Penn Museum Online Collections, 85-48-916, web object 166717",,
SRC-9D292A182A36,museum_record,קערת השבעה מס' 21,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 21, Ms. Heb. 9467.82, MMS 997008712399105171.",,
SRC-9D328E5D571E,museum_record,Hebrew Bowl B6343,,,"Penn Museum Online Collections, B6343, web object 226368",,
SRC-9D5AF084582B,museum_record,קערת השבעה מס' 159,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 159, Ms. Heb. 9467.39, MMS 997008712408805171.",,
SRC-9D7F88975731,article,A New Parallel to the Jewish Babylonian Aramaic Magic Bowl IM 76106 (Nippur 11 N78),James Nathan Ford,2011,"Ford, James Nathan. ‘A New Parallel to the Jewish Babylonian Aramaic Magic Bowl IM 76106 (Nippur 11 N78).’ Aramaic Studies 9 (2011).",10.1163/147783511X619845,
SRC-9D818A9AF9D9,museum_record,קערת השבעה מס' 38,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 38, Ms. Heb. 9467.151, MMS 997008712396005171.",,
SRC-9D89ADCA0174,article,Epigraphische Beiträge zur Geschichte der Juden,Levy [and others; see citation],1861,———. “Epigraphische Beiträge zur Geschichte der Juden.” Jahrbuch für die Geschichte der Juden und des Judenthums 2 (1861): 259–324.,,
SRC-9D9A654A4A94,museum_record,קערת השבעה מס' 44,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 44, Ms. Heb. 9467.175, MMS 997008712395405171.",,
SRC-9DAA7880D3A0,museum_record,Hebrew Bowl B8701,,,"Penn Museum Online Collections, B8701, web object 252936",,
SRC-9DD4A70B38AD,museum_record,Hebrew Bowl B9013,,,"Penn Museum Online Collections, B9013, web object 8794",,
SRC-9DE6760E76E4,museum_record,Hebrew Bowl B16018,,,"Penn Museum Online Collections, B16018, web object 104403",,
SRC-9E4A561DA4BB,museum_record,Hebrew Bowl B2983,,,"Penn Museum Online Collections, B2983, web object 25630",,
SRC-9EBC277854FA,museum_record,Hebrew Bowl B16066,,,"Penn Museum Online Collections, B16066, web object 225918",,
SRC-9EBF6EFC1388,museum_record,Hebrew Bowl B2920,,,"Penn Museum Online Collections, B2920, web object 139404",,
SRC-9EE856E168F9,museum_record,Hebrew Bowl B9014,,,"Penn Museum Online Collections, B9014, web object 137208",,
SRC-9EEB71E4C8AA,museum_record,Hebrew Bowl B2957,,,"Penn Museum Online Collections, B2957, web object 115717",,
SRC-9F753EDE148B,museum_record,קערת השבעה מס' 34,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 34, Ms. Heb. 9467.134, MMS 997008712396705171.",,
SRC-9FAFD9EC4C6E,museum_record,Hebrew Bowl B2961,,,"Penn Museum Online Collections, B2961, web object 226635",,
SRC-9FBCEE17F505,museum_record,Hebrew Bowl B16101,,,"Penn Museum Online Collections, B16101, web object 67147",,
SRC-9FC0E001C489,museum_record,Hebrew Bowl B6333,,,"Penn Museum Online Collections, B6333, web object 67694",,
SRC-A016F86132CA,museum_record,Ein Fragment einer Zauberschale(?) aus Nippur,"Frau Professor Hilprecht Collection of Babylonian Antiquities, Friedrich Schiller University Jena",,"Museen Thüringen, ‘Ein Fragment einer Zauberschale(?) aus Nippur,’ HS 3059, portal record dc00001100, accessed 4 September 2026.",,
SRC-A01A00423544,article,Trois nouvelles coupes magiques araméennes,"Gorea, Maria",2003,"Gorea, Maria. “Trois nouvelles coupes magiques araméennes.” Semitica 51 (2003): 73–92.",,
SRC-A02DBA0BC928,auction_record,An Aramaic Terracotta Incantation Bowl — sale 6402 lot 114,Freeman’s,2025,"Freeman’s, sale 6402, Antiquities, Fine, and Decorative Art, timed auction 7–21 November 2025, lot 114.",,
SRC-A06D3C4C7CDF,article,"‘Peace Be upon You, Exalted Angels’: On Hekhalot, Liturgy and Incantation Bowls","Shaked, Shaul",1995,"Shaked, Shaul. “‘Peace Be upon You, Exalted Angels’: On Hekhalot, Liturgy and Incantation Bowls.” JSQ 2 (1995): 197–219.",,
SRC-A08F75BDD59C,article,‘If You Appear as a Pig’: Another Incantation Bowl (Moussaieff 164),Dan Levene,2007,"Levene, Dan. ‘If You Appear as a Pig: Another Incantation Bowl (Moussaieff 164).’ JSS 52 (2007): 59–70.",10.1093/jss/fgl037,
SRC-A12DF738AF6A,article,Über einige aramäische Inschriften auf Thongefässen des Königlichen Museums zu Berlin,Wohlstein. Jos,1893,Wohlstein. Jos. “Über einige aramäische Inschriften auf Thongefässen des Königlichen Museums zu Berlin.” Zeitschrift für Assyriologie und Vorderasiatische Archäologie 8 (1893): 313–40.,,
SRC-A134B1DECDED,article,Un vase judéo-chaldéen de la Bibliothèque Nationale,"Babelon, Ernest, and Moïse Schwab",1882,"Babelon, Ernest, and Moïse Schwab. “Un vase judéo-chaldéen de la Bibliothèque Nationale.” REJ 4 (1882): 165–72.",,
SRC-A165455A5304,museum_record,קערת השבעה מס' 122,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 122, Ms. Heb. 9467.91, MMS 997008712546905171.",,
SRC-A180AB5C85FF,museum_record,Incantation Bowl,Smithsonian National Museum of Natural History,,"Smithsonian Institution, National Museum of Natural History, ‘Incantation Bowl,’ record nmnhanthropology_8046133 (record last modified 30 July 2020; accessed 2026-09-04).",,
SRC-A1C0F9747D7A,museum_record,קערת השבעה מס' 156,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 156, Ms. Heb. 9467.24, MMS 997008712409305171.",,
SRC-A219DE471B07,article,"The ancient world - Hannu Juusola: Linguistic peculiarities in the Aramaic magic bowl texts. (Studia Orientalia 86.) vii, 264 pp. Helsinki: Finnish Oriental Society, 1999.",Dan Levene,2000,"The ancient world - Hannu Juusola: Linguistic peculiarities in the Aramaic magic bowl texts. (Studia Orientalia 86.) vii, 264 pp. Helsinki: Finnish Oriental Society, 1999. (2000). OpenAlex W2012231470.",10.1017/s0041977x00007242,
SRC-A2CAB79ACA79,museum_record,Eine Zauberschale aus Nippur,"Frau Professor Hilprecht Collection of Babylonian Antiquities, Friedrich Schiller University Jena",,"Museen Thüringen, ‘Eine Zauberschale aus Nippur,’ HS 3013, portal record dc00001098, accessed 4 September 2026.",,
SRC-A300875F3D30,museum_record,קערת השבעה מס' 175,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 175, Ms. Heb. 9467.101, MMS 997008712405005171.",,
SRC-A39344A6C148,museum_record,קערת השבעה מס' 57,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 57, Ms. Heb. 9467.48, MMS 997008712408105171.",,
SRC-A3DA8F2571D0,museum_record,קערת השבעה מס' 89,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 89, Ms. Heb. 9467.176, MMS 997008712401705171.",,
SRC-A41DA8D48F0D,article,"A Corpus of Syriac Incantation Bowls. Syriac Magical Texts from Late-Antique Mesopotamia, written by M. Moriggi",Gianfrancesco Lusini,2017,"A Corpus of Syriac Incantation Bowls. Syriac Magical Texts from Late-Antique Mesopotamia, written by M. Moriggi (2017). Crossref DOI 10.1163/24685631-12340038.",10.1163/24685631-12340038,
SRC-A424020B82FE,museum_record,קערת השבעה מס' 23,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 23, Ms. Heb. 9467.90, MMS 997008712398705171.",,
SRC-A48B67BA0E61,museum_record,קערת השבעה מס' 174,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 174, Ms. Heb. 9467.97, MMS 997008712405705171.",,
SRC-A4A435A92C0E,museum_record,Hebrew Bowl B9005,,,"Penn Museum Online Collections, B9005, web object 140769",,
SRC-A4EF037CBA76,museum_record,Eine Zauberschale aus Nippur,"Frau Professor Hilprecht Collection of Babylonian Antiquities, Friedrich Schiller University Jena",,"Museen Thüringen, ‘Eine Zauberschale aus Nippur,’ HS 3019, portal record dc00000866, accessed 4 September 2026.",,
SRC-A4FB9CD506C0,museum_record,קערת השבעה מס' 179,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 179, Ms. Heb. 9467.117, MMS 997008712403305171.",,
SRC-A510BA7DD444,other,"Loitsumalja, incantation bowl VK5738:3",Museovirasto,2021,"Loitsumalja, incantation bowl VK5738:3 (2021). Repository location indexed by OpenAlex W4393678116.",10.5281/zenodo.10269214,
SRC-A53D9913109D,museum_record,קערת השבעה מס' 12,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 12, Ms. Heb. 9467.45, MMS 997008712402905171.",,
SRC-A56992E5AE90,museum_record,קערת השבעה מס' 42,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 42, Ms. Heb. 9467.167, MMS 997008712395605171.",,
SRC-A573D5D315DB,museum_record,קערת השבעה מס' 129,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 129, Ms. Heb. 9467.119, MMS 997008712546205171.",,
SRC-A5DC9FB9EBC5,museum_record,קערת השבעה מס' 128,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 128, Ms. Heb. 9467.115, MMS 997008712546305171.",,
SRC-A6A2C7BD19A7,database,Hebrew Incantation Bowl,Unknown,2021,"Hebrew Incantation Bowl. USC Digital Library asset 2A3BF1R6N7026, DOI 10.25549/inscriptifact-ouc1sto1540648.",10.25549/inscriptifact-ouc1sto1540648,
SRC-A6EDD648F439,museum_record,Hebrew Bowl B16085,,,"Penn Museum Online Collections, B16085, web object 118820",,
SRC-A76B96C9F741,museum_record,Hebrew Bowl B16033,,,"Penn Museum Online Collections, B16033, web object 4578",,
SRC-A78EB0734EC3,web_page,The Magic Bowls that Protect You from Demons,National Library of Israel,,"National Library of Israel, ‘The Magic Bowls that Protect You from Demons,’ online exhibition feature, accessed 4 September 2026.",,
SRC-A798237CFA2A,museum_record,קערת השבעה מס' 27,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 27, Ms. Heb. 9467.106, MMS 997008712397705171.",,
SRC-A7FC510B232E,repository,Incantation bowl with Aramaic inscription,Sasanian,,Incantation bowl with Aramaic inscription. Internet Archive item mma_incantation_bowl_with_aramaic_inscription_321885.,,
SRC-A8113685A969,article,Who Were the Jewish Magicians?,Avigail Manekin-Bamberger,2020,"Manekin-Bamberger, Avigail. 'Who Were the Jewish Magicians?' Journal of Jewish Studies 71 (2020): 235–254.",,
SRC-A84A167A5779,article,‘Bring to the Gates … upon a Good Smell and upon Good Fragrances’: An Aramaic Incantation Bowl for Success in Business,Dan Levene; Siam Bhayro,2006,"Levene, Dan, and Siam Bhayro. ‘Bring to the Gates … upon a Good Smell and upon Good Fragrances.’ Archiv für Orientforschung 51 (2005/2006): 242–246.",,
SRC-A8946898A981,article,Five Aramaic Incantation Bowls from Tell Baruda ( Choche),"Franco, Fulvio",1979,"Franco, Fulvio. “Five Aramaic Incantation Bowls from Tell Baruda ( Choche).” Mesopotamia 13/14 (1978–1979): 233–49.",,
SRC-A89710493F2C,chapter,Interrelations between Mandaic Lead Rolls and Incantation Bowls,Christa Müller-Kessler,2000,Interrelations between Mandaic Lead Rolls and Incantation Bowls (2000). Crossref DOI 10.1163/9789004496293_016.,10.1163/9789004496293_016,
SRC-A8F8E153B254,museum_record,Hebrew Bowl B2924,,,"Penn Museum Online Collections, B2924, web object 80457",,
SRC-A9023C9395F3,museum_record,Hebrew Bowl B9017,,,"Penn Museum Online Collections, B9017, web object 264352",,
SRC-A90AB34CA3FE,thesis,Who Wrote the Incantation Bowls?,Dorit Kedar,2019,"Kedar, Dorit. Who Wrote the Incantation Bowls? PhD dissertation, Freie Universität Berlin, 2019. DOI: 10.17169/refubium-2273.",10.17169/refubium-2273,
SRC-A9360C4ED277,museum_record,Hebrew Bowl Sherd B6349,,,"Penn Museum Online Collections, B6349, web object 198331",,
SRC-A9423816AA4B,museum_record,Hebrew Bowl B2931,,,"Penn Museum Online Collections, B2931, web object 158633",,
SRC-A9F7DEA0F113,auction_record,Sasanian Judeo-Aramaic Pottery Incantation Bowl w/ Sol — July 2020 sale,Artemis Gallery,2020,"Artemis Gallery. ‘Sasanian Judeo-Aramaic Pottery Incantation Bowl w/ Sol,’ item 153273, Bidsquare product 1845576, sold 16 July 2020.",,
SRC-AA82BA0DE399,article,Additional Notes to the Aramaic Magic Bowl BM 135563,Matthew Morgenstern,2005,Additional Notes to the Aramaic Magic Bowl BM 135563 (2005). Crossref DOI 10.1177/1477835105059093.,10.1177/1477835105059093,
SRC-AA8C3A1B02D4,museum_record,Hebrew Bowl 85-48-903,,,"Penn Museum Online Collections, 85-48-903, web object 170102",,
SRC-AB306F0110B7,article,Remarks on a New Aramaic Incantation Bowl IM 77781,A Faraj,2022,Remarks on a New Aramaic Incantation Bowl IM 77781 (2022). Repository location indexed by OpenAlex W4312000420.,10.1093/jss/fgac026,
SRC-AB3EC0D8A6CF,museum_record,קערת השבעה מס' 55,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 55, Ms. Heb. 9467.31, MMS 997008712408505171.",,
SRC-AB965E1856E2,museum_record,קערת השבעה מס' 29,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 29, Ms. Heb. 9467.114, MMS 997008712397405171.",,
SRC-ABA345A16169,museum_record,Hebrew Bowl B2930,,,"Penn Museum Online Collections, B2930, web object 264467",,
SRC-ABE0A4D150BF,museum_record,Hebrew Bowl B16023,,,"Penn Museum Online Collections, B16023, web object 284364",,
SRC-AC9713C0CEE4,museum_record,Hebrew Bowl B16024,,,"Penn Museum Online Collections, B16024, web object 66944",,
SRC-AD848812B666,museum_record,Incantation bowl with Aramaic inscription,,,"The Metropolitan Museum of Art, object 86.11.259 (https://www.metmuseum.org/art/collection/search/321885)",,
SRC-ADE6F4D6FBB6,museum_record,קערת השבעה מס' 123,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 123, Ms. Heb. 9467.95, MMS 997008712546805171.",,
SRC-AE3E1F2033B2,museum_record,Hebrew Bowl B6344,,,"Penn Museum Online Collections, B6344, web object 262518",,
SRC-AEC0FA1CE6C0,museum_record,קערת השבעה מס' 45,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 45, Ms. Heb. 9467.179, MMS 997008712395305171.",,
SRC-AEC78404B0F5,museum_record,Hebrew Bowl B16051,,,"Penn Museum Online Collections, B16051, web object 127915",,
SRC-AEF474F46045,museum_record,Hebrew Bowl B13193,,,"Penn Museum Online Collections, B13193, web object 255211",,
SRC-AEFFFBEB3F0B,other,An Incantation Bowl of Biblical Verses and a Syriac Incantation Bowl for the protection of a house,A Faraj,2010,An Incantation Bowl of Biblical Verses and a Syriac Incantation Bowl for the protection of a house (2010). Repository location indexed by OpenAlex W2913885665.,,
SRC-AF579119BEDF,museum_record,Hebrew Bowl B2969A,,,"Penn Museum Online Collections, B2969A, web object 5020",,
SRC-AF8BC32A2DE4,museum_record,Hebrew Bowl B2921,,,"Penn Museum Online Collections, B2921, web object 197140",,
SRC-AF90A597E493,museum_record,קערת השבעה מס' 208,National Library of Israel,,"National Library of Israel, קערת השבעה מס' 208, Ms. Heb. 9467.4, MMS 997008712410305171.",,
SRC-AF9EF12C3CB9,book,Mandaic Incantation Texts,Edwin M. Yamauchi,1967,"Yamauchi, Edwin M. Mandaic Incantation Texts. American Oriental Series 49. New Haven: American Oriental Society, 1967.",,
SRC-AFDBED16E322,book,Passionate Curiosities: Tales of Collectors & Collections from the Kelsey Museum,"Lauren E. Talalay and Margaret Cool Root, eds.",2015,"Talalay, Lauren E., and Margaret Cool Root, eds. Passionate Curiosities. Kelsey Museum of Archaeology, 2015, p. 38, object KM 19504.",,
SRC-B018B12C0C03,museum_record,Hebrew Bowl B2947,,,"Penn Museum Online Collections, B2947, web object 181612",,
SRC-B06141CBA2B6,museum_record,Hebrew Bowl B8694,,,"Penn Museum Online Collections, B8694, web object 32204",,
SRC-B07506C4C68D,museum_record,Hebrew Bowl B16075,,,"Penn Museum Online Collections, B16075, web object 237590",,
SRC-B0EC4E0F95AA,museum_record,Hebrew Bowl B16061,,,"Penn Museum Online Collections, B16061, web object 220281",,
SRC-B106D6356C1C,article,Dramatis Personae in the Jewish Magic Texts: Some Differences between Incantation Bowls and Geniza Magic,Shaked [and others; see citation],2006,———. “Dramatis Personae in the Jewish Magic Texts: Some Differences between Incantation Bowls and Geniza Magic.” JSQ 13 (2006): 363– 87.,,
SRC-B1119BB416BF,museum_record,Hebrew Bowl B16013,,,"Penn Museum Online Collections, B16013, web object 74183",,
SRC-B16F06368E35,museum_record,incantation bowl: 91720,The British Museum,,"The British Museum, Collections Online, incantation bowl 91720, Segal 007A; accessed 2026-09-04.",,
SRC-B171946A119D,museum_record,Hebrew Bowl B16006,,,"Penn Museum Online Collections, B16006, web object 102142",,
SRC-B1A37FD6D79D,dealer_record,"Terracotta Incantation Bowl with Aramaic Inscription, 500 CE–800 CE",Barakat Gallery,,"Barakat Gallery, ‘Terracotta Incantation Bowl with Aramaic Inscription,’ stock X.0552, online record 54886, accessed 4 September 2026.",,
